ID,text,target,url,date
ko_gpt_1861," '국민의당', 안철수·천정배·김영환·이상돈·윤여준 '5인 공동선대위원장' 체제로",3,,0000.00.00. 오전 0:00
ko_gpt_1862," ""우리가 남이가""...'남남갈등'에 불지피는 보수",3,,0000.00.00. 오전 0:00
ko_gpt_1863," ""한국에는 '가오'가 없다""",3,,0000.00.00. 오전 0:00
ko_gpt_1864," ""우리는 왜 이렇게 살아야 하나""",3,,0000.00.00. 오전 0:00
ko_gpt_1865," ""북한, 위성 발사는 불법...강행하면 응분의 대가""",3,,0000.00.00. 오전 0:00
ko_gpt_1866, '한·일 위안부 합의' 일본의 '이중플레이',3,,0000.00.00. 오전 0:00
ko_gpt_1867," ""이 사진은 왜 이렇게 찍었을까?""",3,,0000.00.00. 오전 0:00
ko_gpt_1868," '갤럭시S10' 카메라 기능, ""이런 기능까지?""",3,,0000.00.00. 오전 0:00
ko_gpt_1869," ""오늘은 내가 요리사""...요리하는 남자들",3,,0000.00.00. 오전 0:00
ko_gpt_1870," ""한번만 더""...'성관계 몰카' 유튜버에 징역 5년 구형",3,,0000.00.00. 오전 0:00
ko_gpt_1871," ""나는 '진짜'가 아니다""",3,,0000.00.00. 오전 0:00
ko_gpt_1872," ""이 정도면 괜찮죠?""",3,,0000.00.00. 오전 0:00
ko_gpt_1873," ""우리가 무슨 짓을 한거지?""...'北 위성 발사'에 놀란 일본",3,,0000.00.00. 오전 0:00
ko_gpt_1874," ""왜 나만?""...'나홀로족' 늘자 편의점 도시락 매출 급증",3,,0000.00.00. 오전 0:00
ko_gpt_1875," ""나는 왜 '나'라고 말하는 것일까?""",3,,0000.00.00. 오전 0:00
ko_gpt_1876," ""올 추석엔 한복 입고 송편 빚어요""",3,,0000.00.00. 오전 0:00
ko_gpt_1877," ""저는요, 제가 좋아하는 사람이 있으면요, 그 사람이 좋아하는 것은 다 좋아해요.""",3,,0000.00.00. 오전 0:00
ko_gpt_1878," ""너는 내 운명""...'우결' 커플들의 '동상이몽'",3,,0000.00.00. 오전 0:00
ko_gpt_1879," ""내 돈으로 산 내 차, 왜 마음대로 못 팔아""...'타다 금지법' 통과에 택시기사들 대규모 집회",3,,0000.00.00. 오전 0:00
ko_gpt_1880," ""저는 대한민국의 평범한 여성입니다""",3,,0000.00.00. 오전 0:00
ko_gpt_1881," ""오늘은 내가 요리사""...요리하는 남자들",3,,0000.00.00. 오전 0:00
ko_gpt_1882," ""우리는 왜 이렇게 살아야 하죠?""",3,,0000.00.00. 오전 0:00
ko_gpt_1883," ""요즘 애들은 모르는 어른들의 세계""",3,,0000.00.00. 오전 0:00
ko_gpt_1884, '포켓몬고' 열풍에...'포켓몬고' 게임 아이템 사고파는 중고거래 성행,3,,0000.00.00. 오전 0:00
ko_gpt_1885," ""아빠, 나도 책 쓰고 싶어요.""",3,,0000.00.00. 오전 0:00
ko_gpt_1886," ""저는 오늘부로 해고됐습니다""",3,,0000.00.00. 오전 0:00
ko_gpt_1887," ""이제는 '집밥'이다""...'집밥' 열풍에 간편식 매출 급증",3,,0000.00.00. 오전 0:00
ko_gpt_1888," ""불륜설?""...'불륜설'에 휩싸인 스타들, '사실무근' 입장",3,,0000.00.00. 오전 0:00
ko_gpt_1889," '내 마음의 풍경' 전시, '마음의 풍경'으로 제목 바꿔",3,,0000.00.00. 오전 0:00
ko_gpt_1890, '이색' '신개념' '신개념' 이색 신개념...'이색' '신개념' '신개념' 이색 신개념...'이색' '신개념' '신개념' 이색 신개념...',3,,0000.00.00. 오전 0:00
ko_gpt_1891," ""이제 집에 간다"" 한국발 괌행 비행기표 매진",3,,0000.00.00. 오전 0:00
ko_gpt_1892, 서울 지하철 2호선 강남역 인근에서 화재가 발생해 승객들이 대피하는 소동이 빚어졌다.,3,,0000.00.00. 오전 0:00
ko_gpt_1893," ""우리 딸이 달라졌어요""...아빠가 딸에게 전하는 말",3,,0000.00.00. 오전 0:00
ko_gpt_1894," ""저도 한 때는...""이라는 말에 공감하는 사람들",3,,0000.00.00. 오전 0:00
ko_gpt_1895," ""나는 왜 '불륜'을 택했나""",3,,0000.00.00. 오전 0:00
ko_gpt_1896," ""우리는 왜 이렇게 살아야 하나""...'헬조선'에 던지는 청년들의 절규",3,,0000.00.00. 오전 0:00
ko_gpt_1897," ""나는 내가 좋다""...여성들의 '나' 찾기",3,,0000.00.00. 오전 0:00
ko_gpt_1898," ""이젠 집에 간다"" 괌으로 떠난 여행객들",3,,0000.00.00. 오전 0:00
ko_gpt_1899," ""집에 가고 싶다""...'태풍'에 갇힌 제주",3,,0000.00.00. 오전 0:00
ko_gpt_1900," ""엄마, 나도 같이 놀아요""",3,,0000.00.00. 오전 0:00
ko_gpt_1901," ""우리가 남이가""...'최순실 게이트'로 번지는 '박근혜 하야'",3,,0000.00.00. 오전 0:00
ko_gpt_1902," ""이제 집에 간다"" 괌 여행 취소한 여행객들",3,,0000.00.00. 오전 0:00
ko_gpt_1903," ""우리가 만든 '진짜'가 더 좋아""",3,,0000.00.00. 오전 0:00
ko_gpt_1904," ""한국과 일본은 왜 미국산 쇠고기를 안 먹을까?""",3,,0000.00.00. 오전 0:00
ko_gpt_1905," ""내 돈이 어디로 갔을까?""...은행 계좌 조회하는 '내 돈 찾기' 서비스",3,,0000.00.00. 오전 0:00
ko_gpt_1906," '갤럭시S8', '아이폰8', '아이폰X', '아이폰8+', '아이폰8+', '아이폰XS', '아이폰XR', '아이폰XS 맥스', '아이폰",3,,0000.00.00. 오전 0:00
ko_gpt_1907," ""이제 집에 간다"" 일주일만에 귀국길 엑소더스",3,,0000.00.00. 오전 0:00
ko_gpt_1908," ""우리는 왜 '노쇼'가 되었나?""",3,,0000.00.00. 오전 0:00
ko_gpt_1909," ""한국, 일본과 통화스와프 논의""...정부 ""아직 결정된 바 없다""",3,,0000.00.00. 오전 0:00
ko_gpt_1910," ""이제 그만""...'포켓몬 고'에 뿔난 시민들",3,,0000.00.00. 오전 0:00
ko_gpt_1911," ""우리가 왜?""...'포켓몬고' 열풍에 뿔난 시민들",3,,0000.00.00. 오전 0:00
ko_gpt_1912," ""한국에서는 못살아""...필리핀에서 온 10대 소녀들",3,,0000.00.00. 오전 0:00
ko_gpt_1913," ""저는 '강남스타일'입니다""",3,,0000.00.00. 오전 0:00
ko_gpt_1914," ""이제 집에 간다""",3,,0000.00.00. 오전 0:00
ko_gpt_1915," ""우리는 왜 '한국'이라는 이름을 쓰는 것일까""",3,,0000.00.00. 오전 0:00
ko_gpt_1916," ""왜 이렇게 늦게 와?""...'내 생애 최고의 순간', ""이 장면을 영원히 기억하고 싶어""",3,,0000.00.00. 오전 0:00
ko_gpt_1917," ""우리는 왜 '나'를 찾아야 하나""",3,,0000.00.00. 오전 0:00
ko_gpt_1918," ""나는 왜 '좋아요'를 누르지 못했을까""",3,,0000.00.00. 오전 0:00
ko_gpt_1919," ""이제 집에 간다"" 괌 여행객들 일주일만 귀국길 엑소더스",3,,0000.00.00. 오전 0:00
ko_gpt_1920," ""北, 미사일 발사 강행하면 국제사회 강력한 제재""",3,,0000.00.00. 오전 0:00
ko_gpt_1921," ""한국, 北 위성 발사에 국제사회와 공조해야""",3,,0000.00.00. 오전 0:00
ko_gpt_1922," ""내 몸은 내가 지킨다""...'셀프 백신'에 나서는 남성들",3,,0000.00.00. 오전 0:00
ko_gpt_1923," ""왜 하필 우리 동네로..."" 주민들, '사드' 배치 반대 시위",3,,0000.00.00. 오전 0:00
ko_gpt_1924," ""한국, 北 위성발사에 강경대응""",3,,0000.00.00. 오전 0:00
ko_gpt_1925," ""한국, 일본에 '위안부' 사과 요구는 부당""",3,,0000.00.00. 오전 0:00
ko_gpt_1926," ""내 집에 온 것 같은 편안함""",3,,0000.00.00. 오전 0:00
ko_gpt_1927, '갤럭시노트7' 발화 원인은 배터리 결함?,3,,0000.00.00. 오전 0:00
ko_gpt_1928," ""왜 우리만?""...'노키즈존'에 뿔난 엄마들",3,,0000.00.00. 오전 0:00
ko_gpt_1929, '더워요~',3,,0000.00.00. 오전 0:00
ko_gpt_1930," ""북한, 위성발사하면 제재""...美, '北제재' 고삐",3,,0000.00.00. 오전 0:00
ko_gpt_1931," ""아이들에게 '아빠'라는 말을 가르치고 싶다""",3,,0000.00.00. 오전 0:00
ko_gpt_1932, '겨울왕국'에 빠진 동심...'겨울왕국' OST '렛잇고' 인기,3,,0000.00.00. 오전 0:00
ko_gpt_1933," ""내 몸은 내가 지킨다""",3,,0000.00.00. 오전 0:00
ko_gpt_1934," ""내몸에 맞는 베개 찾기""",3,,0000.00.00. 오전 0:00
ko_gpt_1935," ""내 차는 어디에?""...'차 찾기' 서비스 등장",3,,0000.00.00. 오전 0:00
ko_gpt_1936," ""북한이 위성을 발사하면 유엔 안보리 결의 위반""",3,,0000.00.00. 오전 0:00
ko_gpt_1937," ""다들 '물' 좋아해서...""",3,,0000.00.00. 오전 0:00
ko_gpt_1938," ""중국서 한국산 화장품 인기""",3,,0000.00.00. 오전 0:00
ko_gpt_1939," ""우리는 '노쇼'가 아니라 '노쇼'입니다""",3,,0000.00.00. 오전 0:00
ko_gpt_1940," ""한국의 '포켓몬 고' 열풍은 언제까지?""",3,,0000.00.00. 오전 0:00
ko_gpt_1941," ""우리가 먼저다""...'카카오 카풀' 택시업계 반발",3,,0000.00.00. 오전 0:00
ko_gpt_1942," ""나는 '일베충'이다""...'일베'의 실체",3,,0000.00.00. 오전 0:00
ko_gpt_1943," ""북한이 위성을 발사했다""는 소식에 시민들은 ""북한이 위성을 발사했다""는 뉴스를 보고 있다.",3,,0000.00.00. 오전 0:00
ko_gpt_1944," ""우리는 왜?""...'반쪽'된 남북정상회담",3,,0000.00.00. 오전 0:00
ko_gpt_1945," ""나는 대한민국 국민입니다""",3,,0000.00.00. 오전 0:00
ko_gpt_1946," ""한국에 있는 가족들에게""...美정부, 北에 '위성발사' 중단 촉구",3,,0000.00.00. 오전 0:00
ko_gpt_1947," ""이 정도면 좋은 거지""...'소확행'에 빠진 2030",3,,0000.00.00. 오전 0:00
ko_gpt_1948," ""우리가 남이가""...'최순실 게이트'에 성난 시민들, 朴대통령 퇴진 촉구",3,,0000.00.00. 오전 0:00
ko_gpt_1949," ""왜 이렇게 늦게 나와요""...'늦잠' 자다 깬 출근길",3,,0000.00.00. 오전 0:00
ko_gpt_1950," '삼성페이', 애플페이에 도전장",3,,0000.00.00. 오전 0:00
ko_gpt_1951," ""내 몸은 내가 알아서""...'셀프 관리' 바람",3,,0000.00.00. 오전 0:00
ko_gpt_1952," ""엄마, 아빠가 나를 사랑하는 것 같아요""",3,,0000.00.00. 오전 0:00
ko_gpt_1953," ""왜 내가 좋아하는 것만 없어?""",3,,0000.00.00. 오전 0:00
ko_gpt_1954," ""한국, 미국에 '사드' 배치 요구""",3,,0000.00.00. 오전 0:00
ko_gpt_1955," ""저도 한 표요""...'나홀로 선거' 나선 노인들",3,,0000.00.00. 오전 0:00
ko_gpt_1956," ""우리는 왜 '위안부'가 될 수밖에 없었나""",3,,0000.00.00. 오전 0:00
ko_gpt_1957," ""내가 바로 '대세'""...'대세'를 따르는 '대세'",3,,0000.00.00. 오전 0:00
ko_gpt_1958," ""한국은 왜 이렇게 빨리 늙어?""...'젊은 노인'이 늘고 있다",3,,0000.00.00. 오전 0:00
ko_gpt_1959," [단독] '이통3사' 불법보조금 살포...방통위, 조사 착수",3,,0000.00.00. 오전 0:00
ko_gpt_1960," ""한국서 살고 싶다""...베트남 '기회의 땅'서 꿈을 찾는 한국인들",3,,0000.00.00. 오전 0:00
ko_gpt_1961," ""나는 왜 이렇게 살이 쪘을까?""...다이어트 식품, 나도 먹어볼까?",3,,0000.00.00. 오전 0:00
ko_gpt_1962," ""北, 위성 발사하면 국제사회 강력한 제재...北, 대화로 해결해야""",3,,0000.00.00. 오전 0:00
ko_gpt_1963, '비선 실세' 최순실씨가 사용한 것으로 알려진 태블릿PC에는 '대통령 연설문' 외에 '국무회의 말씀' 등 각종 청와대 내부 문서가 담겨 있는 것으로 확인됐습니다.,3,,0000.00.00. 오전 0:00
ko_gpt_1964," ""왜 이렇게 안 오냐""...'추운 날씨'에 '폭설'까지",3,,0000.00.00. 오전 0:00
ko_gpt_1965," ""이제 집에 간다"" 괌발 대한항공편 승객들 일주일만에 귀국길",3,,0000.00.00. 오전 0:00
ko_gpt_1966," ""이제 집에 간다"" 괌 여행객들 일주일만에 귀국길 엑소더스",3,,0000.00.00. 오전 0:00
ko_gpt_1967," ""북한 위성 발사는 불법...강행하면 응분의 대가""",3,,0000.00.00. 오전 0:00
ko_gpt_1968," ""제가 왜요?""...'나 혼자 산다' 기안84, 얼간미 폭발",3,,0000.00.00. 오전 0:00
ko_gpt_1969," ""한국이 사드 배치하면 중국은 '준단교'""",3,,0000.00.00. 오전 0:00
ko_gpt_1970," ""지금은 '소확행' 시대""...'작지만 확실한 행복'을 찾아서",3,,0000.00.00. 오전 0:00
ko_gpt_1971," ""내 몸은 내가 지킨다"" 건강기능식품 인기",3,,0000.00.00. 오전 0:00
ko_gpt_1972," ""저는 왜 안 되나요?""...'안 되는 이유'를 묻는 아동들",3,,0000.00.00. 오전 0:00
ko_gpt_1973," ""당신이 잠든 사이에""...'잠자는 숲속의 공주'가 되다",3,,0000.00.00. 오전 0:00
ko_gpt_1974," [속보] '北미사일' 발사...정부 ""강력 규탄""",3,,0000.00.00. 오전 0:00
ko_gpt_1975," ""우리는 왜 이렇게 살아야 하나""...'청년들' 묻다 '묻다'",3,,0000.00.00. 오전 0:00
ko_gpt_1976," ""내 이름은 '아리아'...내 이름은 '아리아'...""",3,,0000.00.00. 오전 0:00
ko_gpt_1977, [카드뉴스] '불륜'의 끝은?...'불륜'의 시작은?,3,,0000.00.00. 오전 0:00
ko_gpt_1978," [단독]""나는 왜 이렇게 못생겼나""...10대 여성들 '외모 비관' 급증",3,,0000.00.00. 오전 0:00
ko_gpt_1979," ""이제 집에 간다"" 괌 관광객 일주일만에 귀국길 엑소더스",3,,0000.00.00. 오전 0:00
ko_gpt_1980," ""내 아이가 달라졌어요""...아이의 마음을 읽는 법",3,,0000.00.00. 오전 0:00
ko_gpt_1981," ""내가 왜?""...'나는 가수다' PD들, MBC에 '실격' 통보",3,,0000.00.00. 오전 0:00
ko_gpt_1982," ""아이들에게 '나쁜 사람' 낙인 찍지 마세요""",3,,0000.00.00. 오전 0:00
ko_gpt_1983," '제2의 중동' 카타르, 월드컵 유치 성공",3,,0000.00.00. 오전 0:00
ko_gpt_1984," ""내 몸은 내가 지킨다""...'셀프 백신' 접종하는 사람들",3,,0000.00.00. 오전 0:00
ko_gpt_1985," '나혼자산다' 기안84, '나혼자산다' 무지개 회원들과 한끼 도전",3,,0000.00.00. 오전 0:00
ko_gpt_1986," ""왜 나만 갖고 그래""...'왕따'에 폭발한 여고생들",3,,0000.00.00. 오전 0:00
ko_gpt_1987," ""북한에 있는 가족과 연락하세요""...정부, 탈북민에 '남북하나재단' 지원",3,,0000.00.00. 오전 0:00
ko_gpt_1988," '가습기살균제' 피해자 ""정부, 사과·배상·재발방지 약속하라""",3,,0000.00.00. 오전 0:00
ko_gpt_1989," ""한국은 왜 이렇게 잘해?""...일본, 한국의 '열정적인' 팬문화에 깜짝",3,,0000.00.00. 오전 0:00
ko_gpt_1990," ""한달에 한번은 꼭 친구들과 술한잔 해야죠""",3,,0000.00.00. 오전 0:00
ko_gpt_1991," ""한국에서도 '포켓몬' 잡을 수 있어요""",3,,0000.00.00. 오전 0:00
ko_gpt_1992," ""北 위성 발사, 국제사회에 대한 도발""",3,,0000.00.00. 오전 0:00
ko_gpt_1993, '이세돌'이 '알파고'를 이겼다,3,,0000.00.00. 오전 0:00
ko_gpt_1994," '강남역 묻지마 살인' 피의자, 정신질환 앓았나?",3,,0000.00.00. 오전 0:00
ko_gpt_1995," '강남역 살인' 범인, 정신질환 앓다",3,,0000.00.00. 오전 0:00
ko_gpt_1996," ""우리가 왜?""...'北 위성 발사'에 대한 국민적 여론은",3,,0000.00.00. 오전 0:00
ko_gpt_1997," ""나도 모르게..."" 지하철 성추행범, 왜?",3,,0000.00.00. 오전 0:00
ko_gpt_1998," ""이제는 '손'에 달렸다""...'손소독제' 수요 급증",3,,0000.00.00. 오전 0:00
ko_gpt_1999," ""우리는 왜 '호갱'이 되었나""",3,,0000.00.00. 오전 0:00
ko_gpt_2000," '삼성페이', 애플페이, 구글페이에 도전장",3,,0000.00.00. 오전 0:00
ko_gpt_2001," '먹방'에 빠진 한국인들, '먹방'이 뭐길래?",3,,0000.00.00. 오전 0:00
ko_gpt_2002," ""우리가 남이가"" ""우리가 남이가""",3,,0000.00.00. 오전 0:00
ko_gpt_2003," ""왜 우리만..."" ""우리만 빼고 다 해""",3,,0000.00.00. 오전 0:00
ko_gpt_2004," ""내 몸에 무슨 일이?""...간암 의심 증상 7가지",3,,0000.00.00. 오전 0:00
ko_gpt_2005," ""이제 집에 간다"" 괌 여행 취소한 한국인들",3,,0000.00.00. 오전 0:00
ko_gpt_2006," ""이제 그만""...'독도는 우리땅' 日 항의에 中 ""집에 가세요""",3,,0000.00.00. 오전 0:00
ko_gpt_2007," ""아, 추워""",3,,0000.00.00. 오전 0:00
ko_gpt_2008," '나 혼자 산다' 전현무, '나 혼자 산다' 첫 여성 고정 멤버로 합류",3,,0000.00.00. 오전 0:00
ko_gpt_2009," ""비가 와도 좋아""",3,,0000.00.00. 오전 0:00
ko_gpt_2010," ""내 돈 내놔""...보이스피싱에 속은 50대 女",3,,0000.00.00. 오전 0:00
ko_gpt_2011," ""내가 바로 '나'를 만드는 사람""",3,,0000.00.00. 오전 0:00
ko_gpt_2012, '한국형' '일본형'...'미국형'...'유럽형'...'중국형'...,3,,0000.00.00. 오전 0:00
ko_gpt_2013," ""이번엔 꼭 성공하겠다""",3,,0000.00.00. 오전 0:00
ko_gpt_2014," ""저는요, 저는요, 저는요""",3,,0000.00.00. 오전 0:00
ko_gpt_2015," ""우리는 왜 '시월드'에 가서 살아야 하죠?""",3,,0000.00.00. 오전 0:00
ko_gpt_2016," ""북한, 위성 발사하면 미사일 쏘겠다""...한미일 공조에 中 '불쾌감'",3,,0000.00.00. 오전 0:00
ko_gpt_2017," ""내 몸은 내가 지킨다""...'홈트족' 늘자 홈트용 운동기구 인기",3,,0000.00.00. 오전 0:00
ko_gpt_2018," ""이제는 한국 화장품""...K뷰티 열풍에 美진출 박차",3,,0000.00.00. 오전 0:00
ko_gpt_2019," ""아이들과 함께하는 시간이 부족해""",3,,0000.00.00. 오전 0:00
ko_gpt_2020," '강남스타일' 뮤직비디오, 유튜브 조회수 9억 돌파",3,,0000.00.00. 오전 0:00
ko_gpt_2021," ""왜 이렇게 늦게 왔어요""...'나홀로' 휴가 즐기는 직장인들",3,,0000.00.00. 오전 0:00
ko_gpt_2022," ""내가 왜?""...'나 혼자 산다' 기안84, '나 혼자 산다' 하차?",3,,0000.00.00. 오전 0:00
ko_gpt_2023," ""이제는 집에 간다"" 괌 여행객들 일주일만에 귀국길",3,,0000.00.00. 오전 0:00
ko_gpt_2024," ""중국산 김치, 납·비소 기준치 초과""",3,,0000.00.00. 오전 0:00
ko_gpt_2025," '강남스타일' 빌보드 2위...싸이, 유튜브로 '강남스타일' 전세계 생중계",3,,0000.00.00. 오전 0:00
ko_gpt_2026," ""나는 왜 혼자가 편할까?""",3,,0000.00.00. 오전 0:00
ko_gpt_2027," ""우리가 왜 못사는 줄 알아?""...'쇼미더머니'에 등장한 래퍼들",3,,0000.00.00. 오전 0:00
ko_gpt_2028," [단독] '땅콩회항' 조현아, 국토부 조사때 변호사 대동",3,,0000.00.00. 오전 0:00
ko_gpt_2029," ""내 몸은 내가 지킨다""...'셀프 백신' 인기",3,,0000.00.00. 오전 0:00
ko_gpt_2030," ""우리는 왜 집에 안 가고 있나""",3,,0000.00.00. 오전 0:00
ko_gpt_2031," ""내 이름은 '나'다""...내가 진짜 나를 찾는 여행",3,,0000.00.00. 오전 0:00
ko_gpt_2032," ""제가 잘못했어요""...'갑질'에 눈물 흘리는 직장인들",3,,0000.00.00. 오전 0:00
ko_gpt_2033," ""우리가 남이가""...'최순실 게이트'에 성난 대구 시민들 '박근혜 하야' 촛불집회",3,,0000.00.00. 오전 0:00
ko_gpt_2034," ""한국도 일본도 아닌 '나'의 이야기""",3,,0000.00.00. 오전 0:00
ko_gpt_2035," '내 집'에 대한 열망, 서울 아파트값 급등",3,,0000.00.00. 오전 0:00
ko_gpt_2036," ""내 이름은 '김'입니다""",3,,0000.00.00. 오전 0:00
ko_gpt_2037, '나는 가수다' 음원차트 올킬...'나가수' 후폭풍,3,,0000.00.00. 오전 0:00
ko_gpt_2038," ""아이가 혼자 있는 시간이 많아요""",3,,0000.00.00. 오전 0:00
ko_gpt_2039," ""북한, '위성' 발사하면 '로켓' 발사한다고 할 것""",3,,0000.00.00. 오전 0:00
ko_gpt_2040," ""내 몸에 맞는 운동법은?""",3,,0000.00.00. 오전 0:00
ko_gpt_2041," ""이 정도면 우리도 할 수 있겠다""...'포켓몬 고' 열풍, 게임업계도 '열풍'",3,,0000.00.00. 오전 0:00
ko_gpt_2042," ""북한, 위성 발사하면 국제사회 강력한 제재""",3,,0000.00.00. 오전 0:00
ko_gpt_2043," ""왜 우리만..."" ""다른 곳도 다 하는데""",3,,0000.00.00. 오전 0:00
ko_gpt_2044," '제2의 이태원' 부산 광복동, '젊음의 거리'로 재탄생",3,,0000.00.00. 오전 0:00
ko_gpt_2045," ""우리가 남이가""...'최순실 게이트'에 분노한 시민들 '촛불' 들고 거리로",3,,0000.00.00. 오전 0:00
ko_gpt_2046," ""이제 안 먹어""...'먹방'에 빠진 다이어터들",3,,0000.00.00. 오전 0:00
ko_gpt_2047," '강남스타일'이 뭐길래...싸이, 미국서 '말춤' 열풍",3,,0000.00.00. 오전 0:00
ko_gpt_2048," ""우리가 남이가""...'최순실 게이트' 정국 속 맞는 '불금'",3,,0000.00.00. 오전 0:00
ko_gpt_2049," ""한국, 미국에 사드 배치 요청""...美 ""배치 검토""",3,,0000.00.00. 오전 0:00
ko_gpt_2050," '나는 가수다', 1위는 '가왕' 조용필, 2위는 '가왕' 조용필, 3위는 '가왕' 조용필",3,,0000.00.00. 오전 0:00
ko_gpt_2051," ""한국에는 '먹방'이 있다""...'먹방'에 빠진 중국인들",3,,0000.00.00. 오전 0:00
ko_gpt_2052," ""집에 가고 싶다""...'기러기 아빠'들의 눈물",3,,0000.00.00. 오전 0:00
ko_gpt_2053," ""우리가 남이가""...'남남갈등'에 불붙인 '종북몰이'",3,,0000.00.00. 오전 0:00
ko_gpt_2054," ""한국은 선진국""...""북한은 후진국""",3,,0000.00.00. 오전 0:00
ko_gpt_2055," ""북한이 위성을 발사했다""는 소식이 전해지자, 트위터에서는 ""북한이 또..."", ""또?"", ""또?"", ""또?"", ""또?"", ""또?""",3,,0000.00.00. 오전 0:00
ko_gpt_2056," '갤럭시S6' 출시...삼성, 갤럭시S6 월드투어",3,,0000.00.00. 오전 0:00
ko_gpt_2057," '서울로7017' 개장...""서울의 새로운 랜드마크로""",3,,0000.00.00. 오전 0:00
ko_gpt_2058," ""한국 사람들은 왜 이렇게 빨리빨리를 좋아해?""",3,,0000.00.00. 오전 0:00
ko_gpt_2059," ""한국은 왜 이렇게 빨리 성장하죠?""",3,,0000.00.00. 오전 0:00
ko_gpt_2060," ""엄마, 이거 제가 만들었어요""",3,,0000.00.00. 오전 0:00
ko_gpt_2061," ""우리도 하는데""...'포켓몬 고' 열풍에 속초로 몰려간 인파",3,,0000.00.00. 오전 0:00
ko_gpt_2062," ""집에 가고 싶다"" 주말마다 서울 탈출한 시민들",3,,0000.00.00. 오전 0:00
ko_gpt_2063," ""내 몸은 내가 지킨다""...'셀프 백신'에 나선 사람들",3,,0000.00.00. 오전 0:00
ko_gpt_2064," ""우리 집에 왜 왔니?""...'반려동물'과 함께하는 일상",3,,0000.00.00. 오전 0:00
ko_gpt_2065," '北, 위성 발사' 관련 美정부 입장은?",3,,0000.00.00. 오전 0:00
ko_gpt_2066," ""한국은 정말 '헬조선'이었다""",3,,0000.00.00. 오전 0:00
ko_gpt_2067," ""나는야, '신'이다""",3,,0000.00.00. 오전 0:00
ko_gpt_2068," ""오늘은 내가 요리사""...요리하는 남자들",3,,0000.00.00. 오전 0:00
ko_gpt_2069," ""왜 안나와?""...'갤럭시S8' 개통 첫날 이통시장 '썰렁'",3,,0000.00.00. 오전 0:00
ko_gpt_2070," ""나는 이제 어디로 가야 하나""...'탈북'한부모가정 자녀들의 눈물",3,,0000.00.00. 오전 0:00
ko_gpt_2071," ""왜 이렇게 안오나 했다""...'포켓몬고' 열풍에 속초는 '북새통'",3,,0000.00.00. 오전 0:00
ko_gpt_2072," ""한국 떠나는 사람들""...'탈북민' 입국자 증가",3,,0000.00.00. 오전 0:00
ko_gpt_2073," ""우리가 왜 이렇게 됐지?""",3,,0000.00.00. 오전 0:00
ko_gpt_2074," ""엄마가 나를 낳고 미역국을 먹었다""",3,,0000.00.00. 오전 0:00
ko_gpt_2075," '한끼줍쇼' 박나래, ""나래바에 남자 없다""",3,,0000.00.00. 오전 0:00
ko_gpt_2076," '나는 남자다' 시청률, 첫방부터 시청률 3% 돌파...'국민예능' 등극",3,,0000.00.00. 오전 0:00
ko_gpt_2077," ""한국은 '여혐민국'...여성들은 '여혐'에 맞서 싸우고 있다""",3,,0000.00.00. 오전 0:00
ko_gpt_2078," ""이제 집에 간다"" 일주일만에 귀국길에 오른 괌 관광객들",3,,0000.00.00. 오전 0:00
ko_gpt_2079," ""한국에 온 걸 환영합니다""",3,,0000.00.00. 오전 0:00
ko_gpt_2080," ""우리는 왜 이렇게 살아야 하나""",3,,0000.00.00. 오전 0:00
ko_gpt_2081," ""우리는 왜 싸우는가""...'반미' 주제로 한·미 대학생 토론대회",3,,0000.00.00. 오전 0:00
ko_gpt_2082," ""지금은 '손'보다 '발'이 필요한 때""",3,,0000.00.00. 오전 0:00
ko_gpt_2083," ""이제 집에 간다""",3,,0000.00.00. 오전 0:00
ko_gpt_2084," '한끼줍쇼' 이국주, ""내 이름은 '국주'""...강호동, ""이국주는 국주, 나는 '국주'""",3,,0000.00.00. 오전 0:00
ko_gpt_2085," ""내 아이가 달라졌어요""...'아동학대' 의심되는 어린이집",3,,0000.00.00. 오전 0:00
ko_gpt_2086," ""저는 이제 집에 갑니다"", ""저는 이제 집에 갑니다""",3,,0000.00.00. 오전 0:00
ko_gpt_2087," ""내겐 너무 큰 '1등석' 비행기""...대한항공 일등석 체험기",3,,0000.00.00. 오전 0:00
ko_gpt_2088," ""저는 이제 집에 갑니다.""",3,,0000.00.00. 오전 0:00
ko_gpt_2089," ""나는 왜 이렇게 살이 쪘을까?""",3,,0000.00.00. 오전 0:00
ko_gpt_2090," ""이제 집에 간다"" 괌 여행 취소한 여행객들",3,,0000.00.00. 오전 0:00
ko_gpt_2091," ""왜 나만 가지고 그래""...'갑질'에 눈물 흘리는 직장인들",3,,0000.00.00. 오전 0:00
ko_gpt_2092," ""내 몸은 내가 지킨다""...'셀프 백신' 접종하는 사람들",3,,0000.00.00. 오전 0:00
ko_gpt_2093, '나홀로족' 늘면서...'1인용' 상품 인기,3,,0000.00.00. 오전 0:00
ko_gpt_2094," ""북한이 위성을 발사했다고?""...""북한이 위성을 발사했다고?""",3,,0000.00.00. 오전 0:00
ko_gpt_2095," ""제가 좋아하는 사람이 있어요""",3,,0000.00.00. 오전 0:00
ko_gpt_2096, '한국은 왜 이렇게 늦게까지 술을 마시나'...술자리 풍경,3,,0000.00.00. 오전 0:00
ko_gpt_2097," ""北, 美에 '위성 발사' 통보...中, 유엔서 대북 규탄성명""",3,,0000.00.00. 오전 0:00
